"Site","Latitude","Longitude","Year","Date","Depth_ft","Transect","Classcode","Amount","Size","Distance"
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Blue Striped Sun Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"California Sea Cucumber",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Dawson's Sun Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Dungeness Crab",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Giant Pacific Octopus",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Giant Spined Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Green Crab",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Green/Pallid Urchin",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Gumboot Chiton",1,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Hairy Triton",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Kelp Crab",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Kelp Crab (Juvenile)",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Large Anemone",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Leather Star",12,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Mottled Star",1,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Ochre Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Orange Cucumber",17,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Piddock Clam",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Pinto Abalone",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Plumose Anemone",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Purple Urchin",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Rainbow Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Red Urchin",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Rock Crab",9,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Rock Scallop",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Short Spined Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Slender Crab",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,1,"Sunflower Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Bat Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Blood Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Blue Striped Sun Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"California Sea Cucumber",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Dawson's Sun Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Dungeness Crab",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Giant Pacific Octopus",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Giant Spined Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Green Crab",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Green/Pallid Urchin",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Gumboot Chiton",4,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Hairy Triton",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Kelp Crab",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Kelp Crab (Juvenile)",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Large Anemone",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Leather Star",15,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Mottled Star",2,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Ochre Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Orange Cucumber",53,NA,15
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Piddock Clam",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Pinto Abalone",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Plumose Anemone",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Purple Urchin",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Rainbow Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Red Urchin",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Rock Crab",2,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Rock Scallop",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Short Spined Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Slender Crab",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,18.5,2,"Sunflower Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Bat Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Blood Star",4,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Blue Striped Sun Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"California Sea Cucumber",5,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Dawson's Sun Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Dungeness Crab",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Giant Pacific Octopus",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Giant Spined Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Green Crab",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Green/Pallid Urchin",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Gumboot Chiton",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Hairy Triton",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Kelp Crab",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Kelp Crab (Juvenile)",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Large Anemone",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Leather Star",8,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Mottled Star",7,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Ochre Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Orange Cucumber",58,NA,6.1
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Piddock Clam",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Pinto Abalone",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Plumose Anemone",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Purple Urchin",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Rainbow Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Red Urchin",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Rock Crab",2,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Rock Scallop",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Short Spined Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Slender Crab",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,21.5,3,"Sunflower Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Bat Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Blood Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Blue Striped Sun Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"California Sea Cucumber",2,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Dawson's Sun Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Dungeness Crab",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Giant Pacific Octopus",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Giant Spined Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Green Crab",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Green/Pallid Urchin",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Gumboot Chiton",1,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Hairy Triton",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Kelp Crab",1,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Kelp Crab (Juvenile)",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Large Anemone",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Leather Star",28,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Mottled Star",1,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Ochre Star",5,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Orange Cucumber",25,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Piddock Clam",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Pinto Abalone",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Plumose Anemone",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Purple Urchin",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Rainbow Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Red Urchin",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Rock Crab",4,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Rock Scallop",1,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Short Spined Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Slender Crab",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,9,4,"Sunflower Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Bat Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Blood Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Blue Striped Sun Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"California Sea Cucumber",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Dawson's Sun Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Dungeness Crab",2,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Giant Pacific Octopus",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Giant Spined Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Green Crab",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Green/Pallid Urchin",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Gumboot Chiton",2,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Hairy Triton",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Kelp Crab",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Kelp Crab (Juvenile)",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Large Anemone",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Leather Star",31,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Mottled Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Ochre Star",18,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Orange Cucumber",3,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Piddock Clam",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Pinto Abalone",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Plumose Anemone",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Purple Urchin",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Rainbow Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Red Urchin",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Rock Crab",5,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Rock Scallop",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Short Spined Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Slender Crab",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,7.5,5,"Sunflower Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Bat Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Blood Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Blue Striped Sun Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"California Sea Cucumber",1,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Dawson's Sun Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Dungeness Crab",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Giant Pacific Octopus",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Giant Spined Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Green Crab",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Green/Pallid Urchin",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Gumboot Chiton",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Hairy Triton",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Kelp Crab",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Kelp Crab (Juvenile)",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Large Anemone",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Leather Star",21,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Mottled Star",3,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Ochre Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Orange Cucumber",24,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Piddock Clam",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Pinto Abalone",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Plumose Anemone",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Purple Urchin",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Rainbow Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Red Urchin",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Rock Crab",5,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Rock Scallop",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Short Spined Star",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Slender Crab",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,10.5,6,"Sunflower Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"Bat Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"Blood Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"Blue Striped Sun Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"California Sea Cucumber",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"Dawson's Sun Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"Dungeness Crab",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"Giant Pacific Octopus",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"Giant Spined Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"Green Crab",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"Green/Pallid Urchin",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"Gumboot Chiton",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"Kelp Crab",1,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"Kelp Crab (Juvenile)",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"Large Anemone",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"Leather Star",1,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"Mottled Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"Ochre Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"Pinto Abalone",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"Plumose Anemone",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"Purple Urchin",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"Rainbow Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"Red Urchin",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"Rock Crab",3,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"Rock Scallop",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"Short Spined Star",4,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,1,"Sunflower Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"Bat Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"Blood Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"Blue Striped Sun Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"California Sea Cucumber",7,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"Dawson's Sun Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"Dungeness Crab",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"Giant Pacific Octopus",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"Giant Spined Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"Green Crab",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"Green/Pallid Urchin",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"Gumboot Chiton",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"Kelp Crab",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"Kelp Crab (Juvenile)",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"Large Anemone",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"Leather Star",17,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"Mottled Star",4,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"Ochre Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"Pinto Abalone",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"Plumose Anemone",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"Purple Urchin",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"Rainbow Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"Red Urchin",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"Rock Crab",5,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"Rock Scallop",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"Short Spined Star",1,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,2,"Sunflower Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"Bat Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"Blood Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"Blue Striped Sun Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"California Sea Cucumber",5,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"Dawson's Sun Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"Dungeness Crab",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"Giant Pacific Octopus",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"Giant Spined Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"Green Crab",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"Green/Pallid Urchin",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"Gumboot Chiton",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"Kelp Crab",3,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"Kelp Crab (Juvenile)",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"Large Anemone",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"Leather Star",26,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"Mottled Star",3,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"Ochre Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"Pinto Abalone",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"Plumose Anemone",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"Purple Urchin",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"Rainbow Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"Red Urchin",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"Rock Crab",6,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"Rock Scallop",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"Short Spined Star",2,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,19.5,3,"Sunflower Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,14,4,"Bat Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,14,4,"Blood Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,14,4,"Blue Striped Sun Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,14,4,"California Sea Cucumber",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,14,4,"Dawson's Sun Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,14,4,"Dungeness Crab",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,14,4,"Giant Pacific Octopus",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,14,4,"Giant Spined Star",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,14,4,"Green Crab",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,14,4,"Green/Pallid Urchin",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,14,4,"Gumboot Chiton",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,14,4,"Kelp Crab",1,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,14,4,"Kelp Crab (Juvenile)",1,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,14,4,"Large Anemone",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,14,4,"Leather Star",0,NA,30
